#-----------------------------------------------------------
# Vivado v2018.3 (64-bit)
# SW Build 2405991 on Thu Dec  6 23:38:27 MST 2018
# IP Build 2404404 on Fri Dec  7 01:43:56 MST 2018
# Start of session at: Mon Dec 15 22:56:22 2025
# Process ID: 33272
# Current directory: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project
# Command line: vivado.exe -mode batch -source run.tcl
# Log file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/vivado.log
# Journal file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project\vivado.jou
#-----------------------------------------------------------
source run.tcl
# open_project "E:\\Code\\CPU_Design\\HFUT_2020_MIPS_CPU\\project\\project.xpr"
Scanning sources...
Finished scanning sources
# launch_simulation -simset sim_1
INFO: [Vivado 12-5682] Launching behavioral simulation in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [SIM-utils-51] Simulation object is 'sim_1'
INFO: [SIM-utils-54] Inspecting design source files for 'mips_tb' in fileset 'sim_1'...
INFO: [USF-XSim-97] Finding global include files...
INFO: [USF-XSim-98] Fetching design files from 'sim_1'...
INFO: [USF-XSim-2] XSim::Compile design
INFO: [USF-XSim-61] Executing 'COMPILE and ANALYZE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
"xvlog --incr --relax -prj mips_tb_vlog.prj"
INFO: [USF-XSim-69] 'compile' step finished in '1' seconds
INFO: [USF-XSim-3] XSim::Elaborate design
INFO: [USF-XSim-61] Executing 'ELABORATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
Vivado Simulator 2018.3
Copyright 1986-1999, 2001-2018 Xilinx, Inc. All Rights Reserved.
Running: D:/Xilinx/Vivado/2018.3/bin/unwrapped/win64.o/xelab.exe -wto e6f7202c585f498eb4e5ec9ab3b2b493 --incr --debug typical --relax --mt 2 -L xil_defaultlib -L unisims_ver -L unimacro_ver -L secureip --snapshot mips_tb_behav xil_defaultlib.mips_tb xil_defaultlib.glbl -log elaborate.log 
Using 2 slave threads.
Starting static elaboration
Completed static elaboration
INFO: [XSIM 43-4323] No Change in HDL. Linking previously generated obj files to create kernel
INFO: [USF-XSim-69] 'elaborate' step finished in '1' seconds
INFO: [USF-XSim-4] XSim::Simulate design
INFO: [USF-XSim-61] Executing 'SIMULATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [USF-XSim-98] *** Running xsim
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 81800002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000356
@00003050: $ 2 <= 81800002
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03000004
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000357
@00003050: $ 2 <= 03000005
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0600000a
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000358
@00003050: $ 2 <= 0600000a
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0c000014
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000359
@00003050: $ 2 <= 0c000014
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 18000028
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000035a
@00003050: $ 2 <= 18000028
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 30000050
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000035b
@00003050: $ 2 <= 30000050
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 600000a0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000035c
@00003050: $ 2 <= 600000a0
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0000140
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000035d
@00003050: $ 2 <= c0000141
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000282
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000035e
@00003050: $ 2 <= 80000282
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000504
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000035f
@00003050: $ 2 <= 00000505
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000a0a
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000360
@00003050: $ 2 <= 00000a0a
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001414
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000361
@00003050: $ 2 <= 00001414
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00002828
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000362
@00003050: $ 2 <= 00002828
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00005050
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000363
@00003050: $ 2 <= 00005050
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000a0a0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000364
@00003050: $ 2 <= 0000a0a0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00014140
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000365
@00003050: $ 2 <= 00014140
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00028280
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000366
@00003050: $ 2 <= 00028280
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00050500
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000367
@00003050: $ 2 <= 00050500
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000a0a00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000368
@00003050: $ 2 <= 000a0a00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00141400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000369
@00003050: $ 2 <= 00141400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00282800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000036a
@00003050: $ 2 <= 00282800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00505000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000036b
@00003050: $ 2 <= 00505000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00a0a000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000036c
@00003050: $ 2 <= 00a0a000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01414000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000036d
@00003050: $ 2 <= 01414000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02828000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000036e
@00003050: $ 2 <= 02828000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 05050000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000036f
@00003050: $ 2 <= 05050000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a0a0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000370
@00003050: $ 2 <= 0a0a0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 14140000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000371
@00003050: $ 2 <= 14140000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28280000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000372
@00003050: $ 2 <= 28280000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 50500000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000373
@00003050: $ 2 <= 50500000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a0a00000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000374
@00003050: $ 2 <= a0a00001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 41400002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000375
@00003050: $ 2 <= 41400003
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 82800006
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000376
@00003050: $ 2 <= 82800007
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0500000e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000377
@00003050: $ 2 <= 0500000f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a00001e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000378
@00003050: $ 2 <= 0a00001e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1400003c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000379
@00003050: $ 2 <= 1400003c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28000078
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000037a
@00003050: $ 2 <= 28000078
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 500000f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000037b
@00003050: $ 2 <= 500000f0
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a00001e0
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000037c
@00003050: $ 2 <= a00001e1
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 400003c2
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000037d
@00003050: $ 2 <= 400003c3
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000786
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000037e
@00003050: $ 2 <= 80000787
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000f0e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000037f
@00003050: $ 2 <= 00000f0f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001e1e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000380
@00003050: $ 2 <= 00001e1e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00003c3c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000381
@00003050: $ 2 <= 00003c3c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00007878
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000382
@00003050: $ 2 <= 00007878
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000f0f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000383
@00003050: $ 2 <= 0000f0f0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0001e1e0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000384
@00003050: $ 2 <= 0001e1e0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0003c3c0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000385
@00003050: $ 2 <= 0003c3c0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00078780
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000386
@00003050: $ 2 <= 00078780
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000f0f00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000387
@00003050: $ 2 <= 000f0f00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 001e1e00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000388
@00003050: $ 2 <= 001e1e00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 003c3c00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000389
@00003050: $ 2 <= 003c3c00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00787800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000038a
@00003050: $ 2 <= 00787800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00f0f000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000038b
@00003050: $ 2 <= 00f0f000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01e1e000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000038c
@00003050: $ 2 <= 01e1e000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03c3c000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000038d
@00003050: $ 2 <= 03c3c000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 07878000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000038e
@00003050: $ 2 <= 07878000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f0f0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000038f
@00003050: $ 2 <= 0f0f0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e1e0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000390
@00003050: $ 2 <= 1e1e0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c3c0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000391
@00003050: $ 2 <= 3c3c0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78780000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000392
@00003050: $ 2 <= 78780000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0f00000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000393
@00003050: $ 2 <= f0f00001
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e1e00002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000394
@00003050: $ 2 <= e1e00002
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c3c00004
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000395
@00003050: $ 2 <= c3c00004
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 87800008
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000396
@00003050: $ 2 <= 87800008
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f000010
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000397
@00003050: $ 2 <= 0f000011
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e000022
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000398
@00003050: $ 2 <= 1e000022
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c000044
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000399
@00003050: $ 2 <= 3c000044
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78000088
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000039a
@00003050: $ 2 <= 78000088
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0000110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000039b
@00003050: $ 2 <= f0000111
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e0000222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000039c
@00003050: $ 2 <= e0000222
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0000444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000039d
@00003050: $ 2 <= c0000444
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000039e
@00003050: $ 2 <= 80000888
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000039f
@00003050: $ 2 <= 00001111
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00002222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a0
@00003050: $ 2 <= 00002222
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00004444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a1
@00003050: $ 2 <= 00004444
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00008888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a2
@00003050: $ 2 <= 00008888
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00011110
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a3
@00003050: $ 2 <= 00011110
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00022220
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a4
@00003050: $ 2 <= 00022220
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00044440
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a5
@00003050: $ 2 <= 00044440
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00088880
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a6
@00003050: $ 2 <= 00088880
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00111100
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a7
@00003050: $ 2 <= 00111100
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00222200
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a8
@00003050: $ 2 <= 00222200
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00444400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003a9
@00003050: $ 2 <= 00444400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00888800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003aa
@00003050: $ 2 <= 00888800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01111000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003ab
@00003050: $ 2 <= 01111000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02222000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003ac
@00003050: $ 2 <= 02222000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 04444000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003ad
@00003050: $ 2 <= 04444000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 08888000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003ae
@00003050: $ 2 <= 08888000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11110000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003af
@00003050: $ 2 <= 11110000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22220000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003b0
@00003050: $ 2 <= 22220000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 44440000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003b1
@00003050: $ 2 <= 44440000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88880000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000003b2
@00003050: $ 2 <= 88880001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11100002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000003b3
@00003050: $ 2 <= 11100003
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22200006
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003b4
@00003050: $ 2 <= 22200006
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4440000c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003b5
@00003050: $ 2 <= 4440000c
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88800018
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000003b6
@00003050: $ 2 <= 88800019
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11000032
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000003b7
@00003050: $ 2 <= 11000033
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22000066
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003b8
@00003050: $ 2 <= 22000066
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 440000cc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003b9
@00003050: $ 2 <= 440000cc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88000198
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000003ba
@00003050: $ 2 <= 88000199
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 10000332
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000003bb
@00003050: $ 2 <= 10000333
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 20000666
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003bc
@00003050: $ 2 <= 20000666
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 40000ccc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000003bd
@00003050: $ 2 <= 40000ccc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
